Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,98.16133669
"Congo, Rep.",COG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Costa Rica,CRI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.591966571
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13686.16141
Costa Rica,CRI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1009.21523
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.042
Costa Rica,CRI,Trade (% of GDP),NE.TRD.GNFS.ZS,82.22753254
Costa Rica,CRI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Cote d'Ivoire,CIV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.485714724
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2227.098452
Cote d'Ivoire,CIV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,471.7754248
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.661
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,52.86639104
Cote d'Ivoire,CIV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Croatia,HRV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.523891099
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16616.39154
Croatia,HRV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2154.954833
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.219
Croatia,HRV,Trade (% of GDP),NE.TRD.GNFS.ZS,125.2138576
Croatia,HRV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Cuba,CUB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.88498547
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7552.331522
Cuba,CUB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,815.6158628
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.401
Cuba,CUB,Trade (% of GDP),NE.TRD.GNFS.ZS,93.86077559
Cuba,CUB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Curacao,CUW,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17307.71946
Curacao,CUW,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5774.970088
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.025
Curacao,CUW,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Curacao,CUW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Cyprus,CYP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.396921968
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31967.54102
Cyprus,CYP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1682.704925
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.911
Cyprus,CYP,Trade (% of GDP),NE.TRD.GNFS.ZS,207.632427
Cyprus,CYP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Czechia,CZE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.317035288
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20627.34865
Czechia,CZE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3895.629289
Czechia,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.377
Czechia,CZE,Trade (% of GDP),NE.TRD.GNFS.ZS,144.0114941
Czechia,CZE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Denmark,DNK,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.767291819
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,60248.67122
Denmark,DNK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2580.543192
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.367
Denmark,DNK,Trade (% of GDP),NE.TRD.GNFS.ZS,131.5431511
Denmark,DNK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Djibouti,DJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.658255767
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2959.78673
Djibouti,DJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.38
Djibouti,DJI,Trade (% of GDP),NE.TRD.GNFS.ZS,302.2854092
Djibouti,DJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.9
Dominica,DMA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.134289049
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8590.922091
Dominica,DMA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.7
Dominica,DMA,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Dominica,DMA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.9
Dominican Republic,DOM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.639560335
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8698.135921
Dominican Republic,DOM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,950.4701053
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.848
Dominican Republic,DOM,Trade (% of GDP),NE.TRD.GNFS.ZS,54.37819767
Dominican Republic,DOM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Ecuador,ECU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.370985425
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6107.49495
Ecuador,ECU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,904.7399236
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.57
Ecuador,ECU,Trade (% of GDP),NE.TRD.GNFS.ZS,61.88079282
Ecuador,ECU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.19467715
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4029.782955
"Egypt, Arab Rep.",EGY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,902.4884299
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.967
"Egypt, Arab Rep.",EGY,Trade (% of GDP),NE.TRD.GNFS.ZS,36.98310488
"Egypt, Arab Rep.",EGY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
El Salvador,SLV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.260763983
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4355.960839
El Salvador,SLV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,768.6834295
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.767
El Salvador,SLV,Trade (% of GDP),NE.TRD.GNFS.ZS,88.70110938
El Salvador,SLV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Equatorial Guinea,GNQ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.307233809
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5524.243124
Equatorial Guinea,GNQ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1283.935168
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.01
Equatorial Guinea,GNQ,Trade (% of GDP),NE.TRD.GNFS.ZS,81.81301614
Equatorial Guinea,GNQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.2
Eritrea,ERI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.19575022
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Eritrea,ERI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,289.5477947
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.625
Eritrea,ERI,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Eritrea,ERI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Estonia,EST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.332611726
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21080.65314
Estonia,EST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3559.048932
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.609
Estonia,EST,Trade (% of GDP),NE.TRD.GNFS.ZS,174.5639942
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Eswatini,SWZ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.109673587
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3680.423268
Eswatini,SWZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,958.9169438
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.576
Eswatini,SWZ,Trade (% of GDP),NE.TRD.GNFS.ZS,92.67890422
Eswatini,SWZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64.7
Ethiopia,ETH,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.131907278
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,843.6480053
Ethiopia,ETH,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,377.9217527
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.661
Ethiopia,ETH,Trade (% of GDP),NE.TRD.GNFS.ZS,26.5954997
Ethiopia,ETH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Faroe Islands,FRO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.038941532
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57829.49056
Faroe Islands,FRO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.779
Faroe Islands,FRO,Trade (% of GDP),NE.TRD.GNFS.ZS,124.535531
Faroe Islands,FRO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.9
Fiji,FJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.326026569
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5362.786808
Fiji,FJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.229
Fiji,FJI,Trade (% of GDP),NE.TRD.GNFS.ZS,117.5065596
Fiji,FJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.4
Finland,FIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.507021284
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,46016.14921
Finland,FIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5683.951022
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.681
Finland,FIN,Trade (% of GDP),NE.TRD.GNFS.ZS,94.56253405
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
France,FRA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.56119638
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38881.22306
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3105.630063
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.509
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,75.79014361
France,FRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
French Polynesia,PYF,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.341638788
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21019.83748
French Polynesia,PYF,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.17
French Polynesia,PYF,Trade (% of GDP),NE.TRD.GNFS.ZS,67.23096626
French Polynesia,PYF,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7
Gabon,GAB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.219482324
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6527.482079
Gabon,GAB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2096.245648
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.735
Gabon,GAB,Trade (% of GDP),NE.TRD.GNFS.ZS,92.06308885
Gabon,GAB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Gambia, The",GMB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.236718036
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,710.6869794
"Gambia, The",GMB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.852
"Gambia, The",GMB,Trade (% of GDP),NE.TRD.GNFS.ZS,44.72192155
"Gambia, The",GMB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,47.7
Georgia,GEO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.403068874
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5736.304496
Georgia,GEO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1543.5838
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.297
Georgia,GEO,Trade (% of GDP),NE.TRD.GNFS.ZS,114.6954377
Georgia,GEO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Germany,DEU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.870139121
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44180.42984
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3237.716066
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.648
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,89.06412737
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Ghana,GHA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.747792885
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2067.208959
Ghana,GHA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,359.1793791
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.615
Ghana,GHA,Trade (% of GDP),NE.TRD.GNFS.ZS,70.1154558
Ghana,GHA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Gibraltar,GIB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,17.94783164
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Gibraltar,GIB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,6522.234993
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Gibraltar,GIB,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Gibraltar,GIB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Greece,GRC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.263286487
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20595.49526
Greece,GRC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1957.798721
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.357
Greece,GRC,Trade (% of GDP),NE.TRD.GNFS.ZS,107.6792079
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Greenland,GRL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,10.16219269
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,49679.33654
Greenland,GRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.727
Greenland,GRL,Trade (% of GDP),NE.TRD.GNFS.ZS,93.36513288
Greenland,GRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.7
Grenada,GRD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.157270791
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9406.193376
Grenada,GRD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.868
Grenada,GRD,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Grenada,GRD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10
Guam,GUM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.002421601
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34627.98628
Guam,GUM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.091
Guam,GUM,Trade (% of GDP),NE.TRD.GNFS.ZS,71.86685962
Guam,GUM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.7
Guatemala,GTM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.119309596
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4385.148777
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,887.8389253
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.666
Guatemala,GTM,Trade (% of GDP),NE.TRD.GNFS.ZS,54.43104147
Guatemala,GTM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Guinea,GIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.270989888
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,987.5025015
Guinea,GIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.668
Guinea,GIN,Trade (% of GDP),NE.TRD.GNFS.ZS,94.16527269
Guinea,GIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,66.6
Guinea-Bissau,GNB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.16931612
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,750.7311453
Guinea-Bissau,GNB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.041
Guinea-Bissau,GNB,Trade (% of GDP),NE.TRD.GNFS.ZS,46.27085662
Guinea-Bissau,GNB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,87.4
Guyana,GUY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.043391425
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17365.33364
Guyana,GUY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.022
Guyana,GUY,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Guyana,GUY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.1
Haiti,HTI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.294872756
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1256.721436
Haiti,HTI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,377.5260604
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.82
Haiti,HTI,Trade (% of GDP),NE.TRD.GNFS.ZS,36.52955028
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Honduras,HND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.987053358
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2482.223849
Honduras,HND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,573.3444451
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.6
Honduras,HND,Trade (% of GDP),NE.TRD.GNFS.ZS,112.6985249
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Hong Kong SAR, China",HKG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.44139067
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43281.72145
"Hong Kong SAR, China",HKG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1566.396135
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,384.8811432
"Hong Kong SAR, China",HKG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Hungary,HUN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.955838966
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16506.4721
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2672.867655
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.552
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,183.8080141
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Iceland,ISL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,8.508048366
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57804.76107
Iceland,ISL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,15806.78484
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.992
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,92.07719113
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
India,IND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.92281182
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2098.211245
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,727.9022001
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.872
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,50.07527015
India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Indonesia,IDN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.355083578
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4024.912253
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,953.6539285
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.934
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,45.4646702
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Iran, Islamic Rep.",IRN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,8.495505229
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5460.694571
"Iran, Islamic Rep.",IRN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3266.122487
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.807
