Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
"Congo, Dem. Rep.",COD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Congo, Rep.",COG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.27911631680249
"Congo, Rep.",COG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1686.00234391385
"Congo, Rep.",COG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,627.585966198745
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.736
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,98.1613366922001
"Congo, Rep.",COG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Costa Rica,CRI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.59196657066984
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13686.1614090906
Costa Rica,CRI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1009.21522950084
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.042
Costa Rica,CRI,Trade (% of GDP),NE.TRD.GNFS.ZS,82.227532535289
Costa Rica,CRI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Cote d'Ivoire,CIV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.485714723756228
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2227.09845246984
Cote d'Ivoire,CIV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,471.775424802239
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.661
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,52.8663910413483
Cote d'Ivoire,CIV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Croatia,HRV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.52389109878228
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16616.3915356348
Croatia,HRV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2154.95483266747
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.219
Croatia,HRV,Trade (% of GDP),NE.TRD.GNFS.ZS,125.213857590974
Croatia,HRV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Cuba,CUB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.88498546992627
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7552.33152218841
Cuba,CUB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,815.615862798832
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.401
Cuba,CUB,Trade (% of GDP),NE.TRD.GNFS.ZS,93.8607755890525
Cuba,CUB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Curacao,CUW,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17307.719460018
Curacao,CUW,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5774.97008786204
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.025
Curacao,CUW,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Curacao,CUW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Cyprus,CYP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.39692196759729
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31967.541015625
Cyprus,CYP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1682.70492545045
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.911
Cyprus,CYP,Trade (% of GDP),NE.TRD.GNFS.ZS,207.632427046376
Cyprus,CYP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Czechia,CZE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.3170352876533
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20627.348651011
Czechia,CZE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3895.62928915395
Czechia,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.377
Czechia,CZE,Trade (% of GDP),NE.TRD.GNFS.ZS,144.011494109397
Czechia,CZE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Denmark,DNK,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.76729181944819
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,60248.671222365
Denmark,DNK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2580.54319180783
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.367
Denmark,DNK,Trade (% of GDP),NE.TRD.GNFS.ZS,131.54315114232
Denmark,DNK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Djibouti,DJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.658255767323076
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2959.78673011268
Djibouti,DJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.38
Djibouti,DJI,Trade (% of GDP),NE.TRD.GNFS.ZS,302.285409231545
Djibouti,DJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.9
Dominica,DMA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.13428904917248
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8590.92209069816
Dominica,DMA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.7
Dominica,DMA,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Dominica,DMA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.9
Dominican Republic,DOM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.63956033505913
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8698.13592094395
Dominican Republic,DOM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,950.470105292014
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.848
Dominican Republic,DOM,Trade (% of GDP),NE.TRD.GNFS.ZS,54.3781976712844
Dominican Republic,DOM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Ecuador,ECU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.37098542479234
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6107.49495006543
Ecuador,ECU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,904.739923624519
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.57
Ecuador,ECU,Trade (% of GDP),NE.TRD.GNFS.ZS,61.880792818786
Ecuador,ECU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.19467715046185
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4029.78295457978
"Egypt, Arab Rep.",EGY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,902.48842991302
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.967
"Egypt, Arab Rep.",EGY,Trade (% of GDP),NE.TRD.GNFS.ZS,36.9831048772713
"Egypt, Arab Rep.",EGY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
El Salvador,SLV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.26076398348555
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4355.96083888359
El Salvador,SLV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,768.683429492147
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.767
El Salvador,SLV,Trade (% of GDP),NE.TRD.GNFS.ZS,88.7011093776867
El Salvador,SLV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Equatorial Guinea,GNQ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.30723380897067
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5524.24312418579
Equatorial Guinea,GNQ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1283.9351679017
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.01
Equatorial Guinea,GNQ,Trade (% of GDP),NE.TRD.GNFS.ZS,81.8130161368099
Equatorial Guinea,GNQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.2
Eritrea,ERI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.195750219903697
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Eritrea,ERI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,289.547794683649
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.625
Eritrea,ERI,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Eritrea,ERI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Estonia,EST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.33261172563091
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21080.6531409009
Estonia,EST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3559.04893160478
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.609
Estonia,EST,Trade (% of GDP),NE.TRD.GNFS.ZS,174.563994182116
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Eswatini,SWZ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.10967358729101
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3680.42326804666
Eswatini,SWZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,958.916943750887
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.576
Eswatini,SWZ,Trade (% of GDP),NE.TRD.GNFS.ZS,92.6789042197449
Eswatini,SWZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64.7
Ethiopia,ETH,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.131907277982926
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,843.648005300445
Ethiopia,ETH,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,377.921752731092
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.661
Ethiopia,ETH,Trade (% of GDP),NE.TRD.GNFS.ZS,26.5954996967313
Ethiopia,ETH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Faroe Islands,FRO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.0389415320711332
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57829.4905587025
Faroe Islands,FRO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.779
Faroe Islands,FRO,Trade (% of GDP),NE.TRD.GNFS.ZS,124.535531033936
Faroe Islands,FRO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.9
Fiji,FJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.32602656886609
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5362.78680848613
Fiji,FJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.229
Fiji,FJI,Trade (% of GDP),NE.TRD.GNFS.ZS,117.506559634974
Fiji,FJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.4
Finland,FIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.50702128433115
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,46016.1492103929
Finland,FIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5683.95102157914
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.681
Finland,FIN,Trade (% of GDP),NE.TRD.GNFS.ZS,94.5625340522667
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
France,FRA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.56119637966729
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38881.2230613595
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3105.63006347506
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.509
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,75.7901436111221
France,FRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
French Polynesia,PYF,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.34163878763669
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21019.8374847547
French Polynesia,PYF,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.17
French Polynesia,PYF,Trade (% of GDP),NE.TRD.GNFS.ZS,67.2309662556929
French Polynesia,PYF,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7
Gabon,GAB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.21948232374657
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6527.48207901861
Gabon,GAB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2096.2456480631
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.735
Gabon,GAB,Trade (% of GDP),NE.TRD.GNFS.ZS,92.0630888496921
Gabon,GAB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Gambia, The",GMB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.236718035858553
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,710.686979384658
"Gambia, The",GMB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.852
"Gambia, The",GMB,Trade (% of GDP),NE.TRD.GNFS.ZS,44.7219215522334
"Gambia, The",GMB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,47.7
Georgia,GEO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.40306887376761
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5736.30449578597
Georgia,GEO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1543.58379982411
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.297
Georgia,GEO,Trade (% of GDP),NE.TRD.GNFS.ZS,114.695437688718
Georgia,GEO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Germany,DEU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.87013912088698
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44180.4298386858
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3237.71606625231
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.648
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,89.0641273695259
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Ghana,GHA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.74779288471693
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2067.20895910766
Ghana,GHA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,359.179379052306
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.615
Ghana,GHA,Trade (% of GDP),NE.TRD.GNFS.ZS,70.1154557958907
Ghana,GHA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Gibraltar,GIB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,17.9478316360446
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Gibraltar,GIB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,6522.23499259331
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Gibraltar,GIB,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Gibraltar,GIB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Greece,GRC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.26328648728615
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20595.4952639016
Greece,GRC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1957.79872050503
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.357
Greece,GRC,Trade (% of GDP),NE.TRD.GNFS.ZS,107.679207902405
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Greenland,GRL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,10.1621926898572
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,49679.3365414895
Greenland,GRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.727
Greenland,GRL,Trade (% of GDP),NE.TRD.GNFS.ZS,93.3651328766632
Greenland,GRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.7
Grenada,GRD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.15727079110108
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9406.19337643226
Grenada,GRD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.868
Grenada,GRD,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Grenada,GRD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10
Guam,GUM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.00242160067804819
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34627.9862781837
Guam,GUM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.091
Guam,GUM,Trade (% of GDP),NE.TRD.GNFS.ZS,71.8668596237337
Guam,GUM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.7
Guatemala,GTM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.11930959631781
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4385.14877653813
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,887.8389253262
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.666
Guatemala,GTM,Trade (% of GDP),NE.TRD.GNFS.ZS,54.4310414653089
Guatemala,GTM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Guinea,GIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.270989887896504
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,987.502501465337
Guinea,GIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.668
Guinea,GIN,Trade (% of GDP),NE.TRD.GNFS.ZS,94.1652726931221
Guinea,GIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,66.6
Guinea-Bissau,GNB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.169316119606997
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,750.731145294061
Guinea-Bissau,GNB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.041
Guinea-Bissau,GNB,Trade (% of GDP),NE.TRD.GNFS.ZS,46.2708566194737
Guinea-Bissau,GNB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,87.4
Guyana,GUY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.04339142468024
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17365.3336428642
Guyana,GUY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.022
Guyana,GUY,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Guyana,GUY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.1
Haiti,HTI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.294872755551607
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1256.72143592448
Haiti,HTI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,377.526060418635
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.82
Haiti,HTI,Trade (% of GDP),NE.TRD.GNFS.ZS,36.529550283828
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Honduras,HND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.987053358450868
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2482.22384904714
Honduras,HND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,573.344445082903
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.6
Honduras,HND,Trade (% of GDP),NE.TRD.GNFS.ZS,112.698524913966
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Hong Kong SAR, China",HKG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.44139066987926
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43281.7214533226
"Hong Kong SAR, China",HKG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1566.39613487602
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,384.881143223724
"Hong Kong SAR, China",HKG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Hungary,HUN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.95583896594654
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16506.4721041768
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2672.86765529203
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.552
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,183.808014139622
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Iceland,ISL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,8.50804836611231
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57804.7610694483
Iceland,ISL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,15806.7848368996
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.992
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,92.0771911313757
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
India,IND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.922811819624
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2098.2112447615
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,727.902200094024
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.872
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,50.0752701498882
